campo,preds,y_test,mse,rmse,mae,mse_1,rmse_1,mae_1
ITAPU,"[1.27329258e-10 1.27329258e-10 1.27329258e-10 1.27329258e-10
 1.27329258e-10 1.27329258e-10 1.27329258e-10 1.27329258e-10
 1.27329258e-10 1.27329258e-10 1.27329258e-10 4.83534430e-01
 6.31829306e-01 7.43664951e-01 7.69981584e-01 7.94317804e-01
 7.61834312e-01]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.2389131  0.69655628
 0.63215321 0.68072907 0.6787139  0.70147207 1.        ]",0.010593636677971216,0.10292539374698167,0.0551455198329777,1.6212740006039342e-20,1.2732925824820995e-10,1.2732925824820995e-10
ATAPU,"[ 0.74937952  0.61271351  0.41532259  0.38433725  0.19973135  0.05023921
  0.00330031 -0.02299832 -0.09006429 -0.05198047 -0.06295826 -0.1111481
 -0.07710376 -0.0143322   0.00225909  0.04508566  0.06039734  0.02987132
  0.00551421  0.05354997]","[0.94948624 1.         0.98473418 0.58439222 0.59413144 0.94356994
 0.40918817 0.35176604 0.35695076 0.37948441 0.3700975  0.37014782
 0.37171688 0.36809157 0.34075597 0.31191576 0.37795386 0.37895301
 0.38652625 0.31493882]",0.17939489290535873,0.42355034282285586,0.3981842458829159,0.04004270028048927,0.20010672222713877,0.20010672222713877
MERO,"[0.16726968 0.16601293 0.12888501 0.14457903 0.18389372 0.18036013
 0.20205253 0.19065084 0.16757113 0.18712381 0.15211791 0.12126748
 0.05983239 0.06479996]","[0.32432928 0.14581155 0.40588578 0.52457604 0.38086134 0.83344652
 0.79863789 0.8830256  1.         0.91649278 0.5782811  0.60097078
 0.98139983 0.95206993]",0.3442856944331151,0.5867586338803333,0.5178410438218244,0.024667715021066437,0.15705959066884911,0.15705959066884911
ATLANTA,"[0.45855575 0.48234321 0.50166003 0.50998911 0.46700074 0.45167476
 0.52162371 0.53338888 0.49425178 0.42058057 0.39540899 0.38761327
 0.56238042 0.54104042]","[0.36315076 0.34663267 0.01088695 0.09926171 0.17313069 0.48063063
 0.40544711 0.42239906 0.40181087 0.30278771 0.28566559 0.66224939
 0.09953552 0.13446925]",0.07425021924464754,0.27248893416916503,0.224759835716098,0.009102111629054568,0.09540498744329129,0.09540498744329129
NOROESTE DE SAPINHOÁ,"[0.71159735 0.75937013 0.57370102 0.59761978 0.56193804 0.37433853
 0.4683858  0.51029802 0.55520078 0.54926483 0.66468308 0.75221349]","[0.45861797 0.49420622 0.42122022 0.39643163 0.         0.38224112
 0.29014715 0.25415121 0.39445255 0.36989636 0.39151978 0.39864126]",0.07240825908361616,0.26908782782507307,0.23690754848791618,0.06399856669986646,0.2529793799894894,0.2529793799894894
NORDESTE DE SAPINHOÁ,"[0.70266383 0.75981698 0.56808439 0.58878477 0.5776651  0.3747644
 0.44365943 0.49211622 0.54967321 0.52904237 0.66477992 0.72546969]","[0.45901801 0.49463715 0.42158757 0.39677735 0.         0.38257422
 0.29039952 0.25437202 0.39479545 0.37021826 0.39186004 0.39898866]",0.06933900008303373,0.2633229957353397,0.22807597388607895,0.05936328581590506,0.24364582043594563,0.24364582043594563
SUDOESTE DE SAPINHOÁ,"[0.69911956 0.76516946 0.57197429 0.57408692 0.56000331 0.37109405
 0.44446365 0.49503758 0.54936267 0.53448991 0.65487132 0.72718957]","[0.45890396 0.49451447 0.42148289 0.3966789  0.         0.38247951
 0.29032767 0.2543096  0.39469853 0.37012673 0.39176376 0.39889027]",0.06737186590374505,0.25956090981452706,0.2262880768079412,0.05770353705486529,0.2402156053524943,0.2402156053524943
SUL DE TUPI,"[0.74951008 0.78648926 0.76985742 0.77402578 0.77644301 0.80451143
 0.81957042 0.84027081 0.81650462 0.75989553 0.75457255]","[0.71341154 0.77214841 0.78813176 0.73805851 0.75958013 0.68785673
 0.65962121 0.79099043 0.7445496  0.75028113 0.68278646]",0.005042231590255084,0.07100867264112944,0.05461669931406851,0.0013031047723539037,0.03609854252395661,0.03609854252395661
AnC_TUPI,"[0.40379905 0.48434874 0.46352901 0.46011639 0.48360156 0.53178868
 0.52769292 0.52056791 0.41747652 0.39091886 0.40991741]","[0.33474116 0.47108733 0.50818944 0.39195425 0.44191247 0.27542115
 0.2098786  0.51482515 0.40702207 0.42032706 0.26365107]",0.018404971031593817,0.13566492189064133,0.09117132496844334,0.004768992016373019,0.06905788887862863,0.06905788887862863
TAMBUATÁ,"[0.67787213 0.65890719 0.70030164 0.75545128 0.7633049  0.80836915
 0.7916105  0.78654274 0.80402861]","[0.878492   0.82977576 0.66275808 0.89641332 0.78856056 0.60106794
 0.82658766 0.7630499  0.96905958]",0.0181495987332575,0.13472044660428312,0.11178354070198801,0.04024833041233702,0.20061986544790877,0.20061986544790877
