campo,preds,y_test,mse,rmse,mae,mse_1,rmse_1,mae_1
ITAPU,"[0.03930252 0.03930252 0.03930252 0.03930252 0.03930252 0.03930252
 0.03930252 0.03930252 0.03930252 0.05158077 0.09860891 0.15978938
 0.23877716 0.32634613 0.41594946]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.2389131  0.69655628 0.63215321 0.68072907
 0.6787139  0.70147207 1.        ]",0.11330812055701901,0.33661271597641557,0.2408402306646577,0.0015446881140315782,0.0393025204539299,0.0393025204539299
ATAPU,"[1.2792633  1.3499575  1.3726481  1.3720531  1.3728619  1.3059639
 1.2282848  1.145835   1.0637524  0.97485113 0.8931956  0.8413269
 0.79056907 0.72115964 0.68771684 0.6863192  0.68782246 0.68774277]","[0.98473418 0.58439222 0.59413144 0.94356994 0.40918817 0.35176604
 0.35695076 0.37948441 0.3700975  0.37014782 0.37171688 0.36809157
 0.34075597 0.31191576 0.37795386 0.37895301 0.38652625 0.31493882]",0.37671761459094993,0.6137732599184734,0.5703338342937161,0.08674737951151884,0.29452908092668684,0.29452908092668684
MERO,"[0.11539674 0.11758024 0.12444687 0.13997559 0.1454379  0.14638734
 0.14779219 0.14724186 0.14990456 0.14613807 0.15747039 0.16026166]","[0.40588578 0.52457604 0.38086134 0.83344652 0.79863789 0.8830256
 1.         0.91649278 0.5782811  0.60097078 0.98139983 0.95206993]",0.39834919763860105,0.6311491088788774,0.5964678486437108,0.0843838862591829,0.290489046711202,0.290489046711202
ATLANTA,"[0.45686838 0.44938454 0.44091523 0.43189943 0.42123517 0.43001932
 0.43672532 0.42879236 0.41862416 0.40599245 0.39094335 0.41582277]","[0.01088695 0.09926171 0.17313069 0.48063063 0.40544711 0.42239906
 0.40181087 0.30278771 0.28566559 0.66224939 0.09953552 0.13446925]",0.0550330139367479,0.23459116338163272,0.1882436899517095,0.198899436163278,0.44598143028973525,0.44598143028973525
NOROESTE DE SAPINHOÁ,"[0.51608765 0.5183507  0.54897124 0.5317361  0.5628592  0.5513796
 0.54605407 0.5360479  0.530562   0.5244635 ]","[0.42122022 0.39643163 0.         0.38224112 0.29014715 0.25415121
 0.39445255 0.36989636 0.39151978 0.39864126]",0.05960521457201713,0.2441417919407022,0.2067810614951847,0.008999830455760116,0.09486743622423932,0.09486743622423932
NORDESTE DE SAPINHOÁ,"[0.48397386 0.48851243 0.5266963  0.50990945 0.5493689  0.53634304
 0.5304043  0.519866   0.5152986  0.5090883 ]","[0.42158757 0.39677735 0.         0.38257422 0.29039952 0.25437202
 0.39479545 0.37021826 0.39186004 0.39898866]",0.052064667204493986,0.22817683318973025,0.18678881290486093,0.0038920488475769413,0.062386287336056,0.062386287336056
SUDOESTE DE SAPINHOÁ,"[0.49326932 0.48461917 0.536194   0.50448835 0.55918014 0.5473521
 0.5450849  0.53556955 0.53522015 0.53748006]","[0.42148289 0.3966789  0.         0.38247951 0.29032767 0.2543096
 0.39469853 0.37012673 0.39176376 0.39889027]",0.056320676735076125,0.23731977737870083,0.19776998745833096,0.005153291868550378,0.07178643234309934,0.07178643234309934
SUL DE TUPI,"[0.7786014  0.77870226 0.76557374 0.7727845  0.7473657  0.7388871
 0.7328539  0.7657082  0.77207553]","[0.78813176 0.73805851 0.75958013 0.68785673 0.65962121 0.79099043
 0.7445496  0.75028113 0.68278646]",0.003083618675586741,0.05553034013570186,0.044150575739155346,9.082762230969453e-05,0.009530352685483079,0.009530352685483079
AnC_TUPI,"[0.36267692 0.35211068 0.32254124 0.3214795  0.27042845 0.26157904
 0.27278662 0.3513859  0.36698955]","[0.50818944 0.39195425 0.44191247 0.27542115 0.2098786  0.51482515
 0.40702207 0.42032706 0.26365107]",0.01559811417500055,0.1248924103979123,0.10789963715049172,0.021173894068642056,0.14551252203381693,0.14551252203381693
TAMBUATÁ,"[0.82623625 0.842836   0.84577715 0.8458923  0.8376235  0.8261155
 0.81771696]","[0.66275808 0.89641332 0.78856056 0.60106794 0.82658766 0.7630499
 0.96905958]",0.017115999417613083,0.13082812930563933,0.10636292254099544,0.026725111147838716,0.16347816719011354,0.16347816719011354
