campo,preds,y_test,mse,rmse,mae,mse_1,rmse_1,mae_1
ITAPU,"[1.03777999e-05 1.03777999e-05 1.03777999e-05 1.03777999e-05
 1.03777999e-05 1.03777999e-05 1.03777999e-05 1.03777999e-05
 1.03777999e-05 1.03777999e-05 1.03777999e-05 1.67532468e-01
 4.50528625e-01 6.06541447e-01 6.34726360e-01 6.94451259e-01
 6.53002641e-01]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.2389131  0.69655628
 0.63215321 0.68072907 0.6787139  0.70147207 1.        ]",0.029283727158099872,0.1711248876058064,0.08363813160511903,1.0769873137766687e-10,1.0377799929545128e-05,1.0377799929545128e-05
ATAPU,"[1.19064599 1.00225388 0.90258969 0.91823883 0.92162416 0.89300156
 0.81295122 0.84951386 0.89916744 0.96176554 0.94406521 0.90364985
 0.82668265 0.9818557  0.55872321 0.63387517 0.2610167  0.34113483
 0.31106688 0.34636291]","[0.94948624 1.         0.98473418 0.58439222 0.59413144 0.94356994
 0.40918817 0.35176604 0.35695076 0.37948441 0.3700975  0.37014782
 0.37171688 0.36809157 0.34075597 0.31191576 0.37795386 0.37895301
 0.38652625 0.31493882]",0.13503590176593472,0.3674723142849468,0.3020619794413929,0.05815802356918668,0.24115974699187814,0.24115974699187814
MERO,"[0.22829376 0.2220389  0.20782019 0.22399243 0.29474022 0.21090914
 0.33177035 0.33036218 0.31509566 0.40435606 0.34069299 0.36290236
 0.272399   0.22869754]","[0.32432928 0.14581155 0.40588578 0.52457604 0.38086134 0.83344652
 0.79863789 0.8830256  1.         0.91649278 0.5782811  0.60097078
 0.98139983 0.95206993]",0.2095312958376592,0.4577458856589092,0.39315516621503815,0.009222820706441695,0.09603551794227849,0.09603551794227849
ATLANTA,"[0.35563595 0.48137092 0.43441131 0.33524984 0.43369029 0.3121873
 0.37952913 0.48527172 0.47168485 0.40280934 0.41037591 0.33845193
 0.54923782 0.44597933]","[0.36315076 0.34663267 0.01088695 0.09926171 0.17313069 0.48063063
 0.40544711 0.42239906 0.40181087 0.30278771 0.28566559 0.66224939
 0.09953552 0.13446925]",0.05633701079037107,0.23735418848288956,0.192798203765135,5.647238640435994e-05,0.007514811135641397,0.007514811135641397
NOROESTE DE SAPINHOÁ,"[0.49798831 0.60188211 0.34879331 0.45939833 0.3925858  0.22939617
 0.34182662 0.33725631 0.36980698 0.34875452 0.53148571 0.50565001]","[0.45861797 0.49420622 0.42122022 0.39643163 0.         0.38224112
 0.29014715 0.25415121 0.39445255 0.36989636 0.39151978 0.39864126]",0.020126059525744484,0.14186634387952798,0.10461810418846278,0.0015500235719615324,0.03937033873313173,0.03937033873313173
NORDESTE DE SAPINHOÁ,"[0.51030087 0.58623784 0.34804757 0.45458637 0.38528019 0.22343842
 0.3588687  0.36678099 0.39122115 0.34900969 0.52980953 0.51557235]","[0.45901801 0.49463715 0.42158757 0.39677735 0.         0.38257422
 0.29039952 0.25437202 0.39479545 0.37021826 0.39186004 0.39898866]",0.020328655474746268,0.14257859402710588,0.10657023032723296,0.002629932162722837,0.05128286422112982,0.05128286422112982
SUDOESTE DE SAPINHOÁ,"[0.52446685 0.61279234 0.35628949 0.44922512 0.4321283  0.27339311
 0.38527079 0.3846718  0.40565354 0.35921505 0.55510131 0.53107737]","[0.45890396 0.49451447 0.42148289 0.3966789  0.         0.38247951
 0.29032767 0.2543096  0.39469853 0.37012673 0.39176376 0.39889027]",0.024527858791855355,0.1566137247876295,0.11545764602081943,0.004298493543403309,0.06556289761292822,0.06556289761292822
SUL DE TUPI,"[0.70917585 0.71578504 0.75107958 0.72164442 0.75012041 0.72425366
 0.73241963 0.69112815 0.72934103 0.69506818 0.69905061]","[0.71341154 0.77214841 0.78813176 0.73805851 0.75958013 0.68785673
 0.65962121 0.79099043 0.7445496  0.75028113 0.68278646]",0.002278877991025422,0.0477375951533529,0.0381153038913064,1.7941010796816467e-05,0.004235683037812965,0.004235683037812965
AnC_TUPI,"[0.33728666 0.35538792 0.41764311 0.39327674 0.44669114 0.37562813
 0.37966556 0.28158573 0.35307734 0.27913549 0.28942598]","[0.33474116 0.47108733 0.50818944 0.39195425 0.44191247 0.27542115
 0.2098786  0.51482515 0.40702207 0.42032706 0.26365107]",0.012581379365690044,0.11216674803920297,0.08536699666850629,6.479571863269814e-06,0.0025455003168866064,0.0025455003168866064
TAMBUATÁ,"[0.72415554 0.71256035 0.755034   0.71204019 0.78554495 0.78291591
 0.71363839 0.76240857 0.75846658]","[0.878492   0.82977576 0.66275808 0.89641332 0.78856056 0.60106794
 0.82658766 0.7630499  0.96905958]",0.018916958681901866,0.13753893514893106,0.11747201047350862,0.02381974209505128,0.15433645743974844,0.15433645743974844
